Unnamed: 0,Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90
1407,Tomáš Suslov,SVK,"MT,AT",22,31,27,2080,23.1,0,1,1,0,0,0,7,1,1.6,1.6,1.9,3.5,39,82,77,0.0,0.04,0.04,0.0,0.04,0.07,0.08,0.15,0.07,0.15
1408,Amin Sarr,SWE,AT,23,32,25,1907,21.2,4,1,5,4,0,0,1,0,3.2,3.2,2.1,5.4,31,41,103,0.19,0.05,0.24,0.19,0.24,0.15,0.1,0.25,0.15,0.25
1409,Domagoj Bradarić,CRO,DF,24,28,24,1933,21.5,1,0,1,1,0,0,6,0,0.8,0.8,2.2,3.0,30,46,83,0.05,0.0,0.05,0.05,0.05,0.04,0.1,0.14,0.04,0.14
1410,Daniele Ghilardi,ITA,DF,21,24,21,2029,22.5,0,0,0,0,0,0,7,1,0.6,0.6,0.2,0.8,16,57,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
1411,Casper Tengstedt,DEN,AT,24,25,20,1517,16.9,6,1,7,5,1,1,2,0,5.3,4.5,0.9,5.4,29,29,85,0.36,0.06,0.42,0.3,0.36,0.31,0.05,0.37,0.27,0.32
1412,Reda Belahyane,MAR,MT,20,22,17,1658,18.4,0,2,2,0,0,0,6,1,0.2,0.2,1.0,1.3,22,73,13,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.07,0.01,0.07
1413,Suat Serdar,GER,MT,27,22,16,1376,15.3,2,1,3,2,0,0,4,1,1.9,1.9,1.0,2.9,18,56,35,0.13,0.07,0.2,0.13,0.2,0.13,0.06,0.19,0.13,0.19
1414,Nicolás Valentini,ARG,DF,23,14,13,1129,12.5,0,0,0,0,0,0,5,1,0.3,0.3,0.8,1.2,4,42,1,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.09,0.03,0.09
1415,Daniel Mosquera,COL,AT,24,35,12,1375,15.3,5,1,6,5,0,0,4,0,6.6,6.6,1.3,7.9,17,25,83,0.33,0.07,0.39,0.33,0.39,0.44,0.08,0.52,0.44,0.52
1416,Giangiacomo Magnani,ITA,DF,28,17,11,1065,11.8,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,7,0.08,0.0,0.08,0.08,0.08,0.1,0.0,0.1,0.1,0.1
1417,Flavius Daniliuc,AUT,DF,23,18,9,1004,11.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,38,8,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
1418,Grigoris Kastanos,CYP,"MT,AT",26,27,8,872,9.7,1,1,2,1,0,0,4,0,1.0,1.0,1.7,2.7,12,34,27,0.1,0.1,0.21,0.1,0.21,0.1,0.17,0.28,0.1,0.28
1419,Cheikh Tidiane Niasse,SEN,MT,24,11,8,755,8.4,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.5,5,25,15,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
1420,Antoine Bernede,FRA,MT,25,14,7,594,6.6,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.2,7,29,22,0.15,0.0,0.15,0.15,0.15,0.12,0.07,0.19,0.12,0.19
1421,Martin Frese,DEN,DF,26,11,5,549,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,7,19,12,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
1422,Abdou Harroui,NED,"MT,AT",26,10,5,463,5.1,1,2,3,1,0,0,1,0,2.2,2.2,0.4,2.6,23,21,34,0.19,0.39,0.58,0.19,0.58,0.43,0.09,0.51,0.43,0.51
1423,Daniel Bandeira,POR,MT,24,11,4,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,25,4,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
1424,Davide Faraoni,ITA,DF,32,8,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,13,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12
1425,Simone Perilli,ITA,GB,29,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,Daniel Oyegoke,ENG,DF,21,5,0,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
1427,Junior Ajayi,CIV,AT,19,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,Yllan Okou,FRA,DF,21,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,Roberto Piccoli,ITA,AT,23,37,37,3127,34.7,10,1,11,9,1,1,6,0,12.7,12.0,0.9,12.9,30,37,165,0.29,0.03,0.32,0.26,0.29,0.37,0.03,0.39,0.34,0.37
1430,Sebastiano Luperto,ITA,DF,27,36,36,3240,36.0,1,3,4,1,0,0,4,0,2.2,2.2,1.3,3.4,22,96,11,0.03,0.08,0.11,0.03,0.11,0.06,0.04,0.1,0.06,0.1
1431,Gabriele Zappa,ITA,DF,24,37,35,3060,34.0,2,0,2,2,0,0,4,0,0.9,0.9,3.6,4.5,57,146,82,0.06,0.0,0.06,0.06,0.06,0.03,0.11,0.13,0.03,0.13
1432,Yerry Mina,COL,DF,29,31,31,2569,28.5,1,0,1,1,0,0,6,1,2.3,2.3,0.3,2.6,17,76,9,0.04,0.0,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09
1433,Tommaso Augello,ITA,DF,29,38,30,2713,30.1,0,7,7,0,0,0,3,0,0.3,0.3,4.6,4.9,58,118,113,0.0,0.23,0.23,0.0,0.23,0.01,0.15,0.16,0.01,0.16
1434,Michel Ndary Adopo,FRA,MT,24,35,27,2409,26.8,1,1,2,1,0,0,5,1,1.1,1.1,2.3,3.4,20,106,61,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.13,0.04,0.13
1435,Antoine Makoumbou,CGO,MT,26,33,27,2150,23.9,0,3,3,0,0,0,4,1,0.3,0.3,0.9,1.3,11,92,14,0.0,0.13,0.13,0.0,0.13,0.01,0.04,0.05,0.01,0.05
1436,Elia Caprile,ITA,GB,22,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,Alessandro Deiola,ITA,MT,28,29,16,1432,15.9,2,1,3,2,0,0,6,0,1.7,1.7,0.6,2.4,11,40,36,0.13,0.06,0.19,0.13,0.19,0.11,0.04,0.15,0.11,0.15
1438,Răzvan Marin,ROU,MT,28,33,13,1406,15.6,3,2,5,1,2,2,4,0,2.4,0.8,3.6,4.5,22,84,29,0.19,0.13,0.32,0.06,0.19,0.15,0.23,0.39,0.05,0.29
1439,Simone Scuffet,ITA,GB,28,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,Adam Obert,SVK,DF,21,21,13,1077,12.0,1,1,2,1,0,0,4,0,0.9,0.9,0.4,1.3,12,50,19,0.08,0.08,0.17,0.08,0.17,0.07,0.03,0.11,0.07,0.11
1441,José Luis Palomino,ARG,DF,34,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,4,35,1,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.04,0.04
1442,Mattia Felici,ITA,"MT,AT",23,20,9,925,10.3,0,3,3,0,0,0,1,0,0.6,0.6,1.0,1.6,39,19,75,0.0,0.29,0.29,0.0,0.29,0.06,0.1,0.16,0.06,0.16
1443,Gianluca Gaetano,ITA,"MT,AT",24,28,8,1009,11.2,2,4,6,2,0,0,0,0,4.9,4.9,2.2,7.1,11,41,82,0.18,0.36,0.54,0.18,0.54,0.43,0.2,0.63,0.43,0.63
1444,Matteo Prati,ITA,MT,20,12,8,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,2,23,7,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.12,0.02,0.12
1445,Alen Sherri,ALB,GB,26,7,7,621,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,Paulo Azzi,BRA,DF,30,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3
1447,Mateusz Wieteska,POL,DF,27,5,1,184,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.18,0.1,0.18
1448,Giuseppe Ciocci,ITA,GB,22,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,Nicola Pintus,ITA,DF,19,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,Zion Suzuki,JPN,GB,21,37,37,3314,36.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,Simon Sohm,SUI,MT,23,37,36,2989,33.2,4,0,4,4,0,0,6,0,3.1,3.1,2.1,5.2,69,140,67,0.12,0.0,0.12,0.12,0.12,0.09,0.06,0.16,0.09,0.16
1452,Emanuele Valeri,ITA,DF,25,35,34,2873,31.9,2,6,8,1,1,1,1,0,1.8,1.0,4.7,5.8,79,93,109,0.06,0.19,0.25,0.03,0.22,0.06,0.15,0.21,0.03,0.18
1453,Enrico Del Prato,ITA,DF,24,34,32,2947,32.7,4,0,4,4,0,0,8,0,2.0,2.0,1.2,3.2,8,81,31,0.12,0.0,0.12,0.12,0.12,0.06,0.04,0.1,0.06,0.1
1454,Ange-Yoan Bonny,FRA,AT,20,37,30,2529,28.1,6,4,10,4,2,3,2,0,9.4,7.1,2.9,9.9,41,53,163,0.21,0.14,0.36,0.14,0.28,0.34,0.1,0.44,0.25,0.35
1455,Mandela Keita,BEL,MT,22,30,24,1826,20.3,0,2,2,0,0,0,6,1,0.1,0.1,1.0,1.2,13,50,5,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.06,0.01,0.06
1456,Botond Balogh,HUN,DF,22,29,23,2053,22.8,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.5,7,37,1,0.0,0.04,0.04,0.0,0.04,0.02,0.0,0.02,0.02,0.02
1457,Lautaro Valenti,ARG,DF,25,20,18,1556,17.3,1,0,1,1,0,0,6,1,0.2,0.2,0.2,0.4,3,28,3,0.06,0.0,0.06,0.06,0.06,0.01,0.01,0.02,0.01,0.02
1458,Adrian Bernabe,ESP,MT,23,21,18,1453,16.1,1,1,2,1,0,0,1,0,1.3,1.3,1.1,2.4,37,115,20,0.06,0.06,0.12,0.06,0.12,0.08,0.07,0.15,0.08,0.15
1459,Hernani,BRA,MT,30,25,15,1327,14.7,3,3,6,0,3,3,7,0,2.8,0.5,1.5,2.0,29,78,40,0.2,0.2,0.41,0.0,0.2,0.19,0.1,0.3,0.03,0.14
1460,Giovanni Leoni,ITA,DF,17,17,14,1199,13.3,1,0,1,1,0,0,3,1,0.1,0.1,0.0,0.1,0,21,5,0.08,0.0,0.08,0.08,0.08,0.01,0.0,0.01,0.01,0.01
1461,Woyo Coulibaly,MLI,DF,25,14,12,1084,12.0,0,1,1,0,0,0,1,1,0.1,0.1,0.9,1.1,36,41,23,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.09,0.01,0.09
1462,Alessandro Vogliacco,ITA,DF,25,10,10,772,8.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,21,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
1463,Mateo Pellegrino,ARG,AT,23,13,8,737,8.2,3,1,4,3,0,0,2,0,3.3,3.3,0.7,4.0,6,15,37,0.37,0.12,0.49,0.37,0.49,0.4,0.09,0.49,0.4,0.49
1464,Nahuel Estévez,ARG,MT,28,14,7,657,7.3,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.8,3,30,4,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.12,0.01,0.12
1465,Alessandro Circati,AUS,DF,20,6,6,540,6.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,10,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06
1466,Mohamed Haj,TUN,MT,19,15,3,453,5.0,1,2,3,1,0,0,4,0,0.6,0.6,1.2,1.8,6,13,28,0.2,0.4,0.6,0.2,0.6,0.13,0.24,0.36,0.13,0.36
1467,Jacob Ondrejka,SWE,"MT,AT",21,12,3,422,4.7,5,0,5,5,0,0,0,0,1.3,1.3,0.6,1.9,13,11,21,1.07,0.0,1.07,1.07,1.07,0.27,0.13,0.4,0.27,0.4
1468,Milan Đurić,BIH,AT,34,9,3,268,3.0,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,7,6,0.34,0.0,0.34,0.34,0.34,0.08,0.0,0.08,0.08,0.08
1469,Yordan Osorio,VEN,DF,30,3,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08
1470,Drissa Camara,CIV,"MT,AT",22,21,1,447,5.0,0,0,0,0,0,0,3,0,1.2,1.2,0.8,2.0,18,27,35,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.4,0.25,0.4
1471,Leandro Chichizola,ARG,GB,34,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,Mateusz Kowalski,POL,MT,19,1,1,56,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69
1473,Gabriel Charpentier,CGO,AT,25,10,0,271,3.0,1,2,3,1,0,0,1,0,1.3,1.3,0.9,2.3,6,7,16,0.33,0.66,1.0,0.33,1.0,0.44,0.31,0.75,0.44,0.75
1474,Wylan Cyprien,FRA,MT,29,2,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63
1475,Federico Baschirotto,ITA,DF,27,38,38,3420,38.0,2,0,2,2,0,0,3,0,1.2,1.2,0.2,1.4,13,71,5,0.05,0.0,0.05,0.05,0.05,0.03,0.0,0.04,0.03,0.04
1476,Wladimiro Falcone,ITA,GB,29,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,Nikola Krstović,MNE,AT,24,37,37,3057,34.0,11,5,16,9,2,3,6,0,12.1,9.7,2.9,12.6,42,56,149,0.32,0.15,0.47,0.26,0.41,0.36,0.08,0.44,0.29,0.37
1478,Antonino Gallo,ITA,DF,24,31,31,2609,29.0,0,2,2,0,0,0,3,1,0.3,0.3,2.7,3.0,57,107,110,0.0,0.07,0.07,0.0,0.07,0.01,0.09,0.1,0.01,0.1
1479,Frederic Guilbert,FRA,DF,29,31,31,2435,27.1,0,1,1,0,0,0,3,2,0.3,0.3,1.8,2.1,48,88,45,0.0,0.04,0.04,0.0,0.04,0.01,0.07,0.08,0.01,0.08
1480,Lassana Coulibaly,MLI,MT,28,38,30,2667,29.6,1,0,1,1,0,0,3,0,0.8,0.8,0.9,1.7,21,93,49,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.06
1481,Kialonda,ANG,DF,26,24,24,2144,23.8,0,1,1,0,0,0,3,0,1.1,1.1,0.4,1.6,4,34,5,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.07,0.05,0.07
1482,Santiago Pierotti,ARG,AT,23,36,22,1937,21.5,4,2,6,4,0,0,6,1,3.1,3.1,2.4,5.5,43,38,85,0.19,0.09,0.28,0.19,0.28,0.14,0.11,0.25,0.14,0.25
1483,Ylber Ramadani,ALB,MT,28,29,21,1807,20.1,1,1,2,1,0,0,4,0,0.6,0.6,1.1,1.7,9,60,7,0.05,0.05,0.1,0.05,0.1,0.03,0.06,0.09,0.03,0.09
1484,Balthazar Pierret,FRA,MT,24,30,21,1723,19.1,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,13,82,13,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
1485,Gaby Jean,FRA,DF,24,19,16,1388,15.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,42,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
1486,Hamza Rafia,TUN,MT,25,18,14,1058,11.8,0,0,0,0,0,0,4,0,0.5,0.5,1.4,1.9,13,51,32,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16
1487,Þórir Jóhann Helgason,ISL,MT,23,21,13,1156,12.8,0,4,4,0,0,0,0,0,1.2,1.2,1.1,2.3,20,38,58,0.0,0.31,0.31,0.0,0.31,0.09,0.09,0.18,0.09,0.18
1488,Medon Berisha,ALB,MT,20,17,7,716,8.0,0,1,1,0,0,0,5,0,0.7,0.7,0.6,1.3,13,42,17,0.0,0.13,0.13,0.0,0.13,0.09,0.07,0.17,0.09,0.17
1489,Jesper Karlsson,SWE,AT,26,13,6,495,5.5,1,0,1,0,1,1,2,0,1.5,0.7,0.6,1.3,11,12,32,0.18,0.0,0.18,0.0,0.0,0.26,0.12,0.38,0.12,0.24
1490,Remi Oudin,FRA,"MT,AT",27,11,3,299,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,2,13,16,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.22,0.04,0.22
1491,Mohamed Kaba,FRA,MT,22,15,2,452,5.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,3,18,8,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
1492,Danilo Veiga,POR,DF,21,13,2,374,4.2,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,10,10,13,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.21,0.15,0.21
1493,Valentin Gendrey,FRA,DF,24,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,5,4,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14
1494,Andy Pelmard,FRA,DF,24,3,1,129,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,Tiago Gabriel,POR,DF,19,2,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,Marco Sala,ITA,DF,25,2,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,5,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46
1497,Kevin Bonifazi,ITA,DF,28,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,Nicola Sansone,ITA,"MT,AT",32,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.36,0.3,0.36
1499,Rareș-Cătălin Burnete,ROU,AT,20,4,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25
1500,Filip Marchwiński,POL,MT,22,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,Devis Vásquez,COL,GB,26,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,Mattia Viti,ITA,DF,22,30,30,2572,28.6,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,17,86,10,0.03,0.0,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.03
1503,Saba Goglichidze,GEO,DF,20,33,29,2539,28.2,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12,45,9,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02
1504,Ardian Ismajli,ALB,DF,27,29,29,2508,27.9,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.4,3,38,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1505,Liam Henderson,SCO,MT,28,36,27,2337,26.0,0,4,4,0,0,0,10,0,0.7,0.7,3.9,4.5,18,108,54,0.0,0.15,0.15,0.0,0.15,0.03,0.15,0.17,0.03,0.17
1506,Alberto Grassi,ITA,MT,29,28,27,2203,24.5,1,0,1,1,0,0,8,0,1.0,1.0,0.8,1.9,18,74,24,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08
1507,Liberato Cacace,NZL,"MT,DF",23,33,24,2230,24.8,2,4,6,2,0,0,6,0,2.6,2.6,1.7,4.3,53,70,97,0.08,0.16,0.24,0.08,0.24,0.11,0.07,0.17,0.11,0.17
1508,Youssef Maleh,MAR,MT,25,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.9,0.9,0.9,1.8,10,72,37,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.1,0.05,0.1
1509,Jacopo Fazzini,ITA,MT,21,20,16,1383,15.4,4,1,5,4,0,0,1,1,3.1,3.1,0.5,3.6,34,49,88,0.26,0.07,0.33,0.26,0.33,0.2,0.03,0.23,0.2,0.23
1510,Faustino Anjorin,ENG,MT,22,22,14,1114,12.4,2,3,5,2,0,0,3,0,0.9,0.9,1.7,2.5,28,55,35,0.16,0.24,0.4,0.16,0.4,0.07,0.13,0.21,0.07,0.21
1511,Luca Marianucci,ITA,DF,20,18,12,1069,11.9,0,0,0,0,0,0,0,1,0.6,0.6,0.2,0.8,12,28,3,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
1512,Ola Solbakken,NOR,"MT,AT",25,21,8,760,8.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,18,20,32,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14
1513,Mattia De Sciglio,ITA,DF,31,16,7,769,8.5,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,4,18,7,0.12,0.0,0.12,0.12,0.12,0.07,0.02,0.09,0.07,0.09
1514,Marco Silvestri,ITA,GB,33,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,Pietro Pellegri,ITA,AT,23,11,5,414,4.6,3,0,3,3,0,0,2,0,0.3,0.3,0.6,0.9,12,8,28,0.65,0.0,0.65,0.65,0.65,0.06,0.12,0.19,0.06,0.19
1516,Nicolas Haas,SUI,MT,28,10,2,287,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
1517,Sebastian Walukiewicz,POL,DF,24,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
1518,Jacopo Seghetti,ITA,GB,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519,Emmanuel Ekong,SWE,"MT,AT",22,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,19,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
1520,Szymon Żurkowski,POL,MT,26,5,0,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
1521,Viktor Kovalenko,UKR,MT,28,6,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
1522,Jacopo Bacci,ITA,MT,19,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,Thomas Campaniello,ITA,AT,16,3,0,25,0.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,6,0.0,0.0,0.0,0.0,0.0,1.83,0.0,1.83,1.83,1.83
1524,Francesco Caputo,ITA,AT,36,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,Petar Stojanović,SVN,MT,28,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,Lorenzo Tosto,ITA,DF,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,Jay Idzes,IDN,DF,24,35,35,3127,34.7,1,0,1,1,0,0,5,0,1.8,1.8,0.7,2.5,15,84,15,0.03,0.0,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07
1528,Hans Nicolussi Caviglia,ITA,MT,24,35,33,2861,31.8,4,2,6,4,0,0,7,1,2.4,2.4,2.1,4.5,20,140,22,0.13,0.06,0.19,0.13,0.19,0.07,0.07,0.14,0.07,0.14
1529,Gianluca Busio,USA,MT,22,33,28,2518,28.0,2,0,2,2,0,0,4,0,2.4,2.4,1.6,4.0,60,95,135,0.07,0.0,0.07,0.07,0.07,0.09,0.06,0.14,0.09,0.14
1530,Joel Pohjanpalo,FIN,AT,29,20,19,1603,17.8,6,0,6,3,3,4,1,0,7.5,4.3,1.7,6.0,9,29,72,0.34,0.0,0.34,0.17,0.17,0.42,0.09,0.51,0.24,0.33
