unnamed:_0,player,nation,position,age,matches_played,starts,minutes,90s_played,goals,assists,goals_+_assists,non_penalty_goals,penalty_goals_made,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90,90s,xg_overperformance,age_band,player_encoded,nation_encoded,age_band_encoded
1264,Kevin Zeroli,ITA,MT,19,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,1038,54,2
1265,Alessandro Florenzi,ITA,AT,33,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Experienced,77,54,0
1266,Bob Murphy Omoregbe,ITA,MT,20,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,287,54,2
1267,Remo Freuler,SUI,MT,32,37,37,3204,35.6,1,2,3,1,0,0,6,0,1.3,1.3,1.5,2.7,39,208,56,0.03,0.05,0.08,0.03,0.08,0.04,0.04,0.08,0.04,0.08,37,-0.30000000000000004,Experienced,1616,91,0
1268,Sam Beukema,NED,DF,25,35,33,3012,33.5,0,1,1,0,0,0,1,0,1.5,1.5,0.9,2.4,27,153,9,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.07,0.04,0.07,35,-1.5,Peak,1675,74,1
1269,Jhon Lucumí,COL,DF,26,32,29,2614,29.0,0,1,1,0,0,0,8,1,0.6,0.6,0.4,1.0,34,108,7,0.0,0.03,0.03,0.0,0.03,0.02,0.01,0.03,0.02,0.03,32,-0.6,Peak,892,20,1
1270,Łukasz Skorupski,POL,GB,33,27,27,2364,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,Experienced,1990,82,0
1271,Santiago Castro,ARG,AT,19,36,27,2294,25.5,8,4,12,8,0,1,7,0,7.7,6.9,2.9,9.8,17,39,136,0.22,0.11,0.47,0.31,0.47,0.3,0.11,0.41,0.27,0.38,36,0.2999999999999998,Prospect,1689,3,2
1272,Dan Ndoye,SUI,AT,23,30,26,2143,23.8,8,4,12,6,2,2,4,0,7.0,5.4,3.8,9.2,132,74,231,0.27,0.13,0.5,0.25,0.42,0.29,0.16,0.45,0.23,0.39,30,1.0,Prospect,407,91,2
1273,Juan Miranda,ESP,DF,24,31,25,2277,25.3,0,6,6,0,0,0,4,1,0.7,0.7,6.1,6.8,34,163,88,0.0,0.19,0.24,0.0,0.24,0.03,0.24,0.27,0.03,0.27,31,-0.7,Peak,967,34,1
1274,Jens Odgaard,DEN,"MT,AT",25,29,24,1952,21.7,6,1,7,6,0,0,1,0,3.6,3.6,1.8,5.4,35,50,99,0.21,0.03,0.32,0.28,0.32,0.17,0.08,0.25,0.17,0.25,29,2.4,Peak,878,28,1
1275,Riccardo Orsolini,ITA,AT,27,30,23,1878,20.9,15,4,19,12,3,3,2,0,10.1,7.8,3.7,11.5,61,69,186,0.5,0.13,0.91,0.58,0.77,0.49,0.18,0.66,0.37,0.55,30,4.9,Peak,1622,54,1
1276,Benjamín Domínguez,ARG,AT,20,24,16,1281,14.2,3,2,5,3,0,0,0,0,2.2,2.2,0.8,3.1,50,32,123,0.12,0.08,0.35,0.21,0.35,0.16,0.06,0.21,0.16,0.21,24,0.7999999999999998,Prospect,272,3,2
1277,Nikola Moro,CRO,MT,26,22,15,1208,13.4,0,2,2,0,0,0,1,0,0.5,0.5,0.8,1.3,17,93,21,0.0,0.09,0.15,0.0,0.15,0.04,0.06,0.1,0.04,0.1,22,-0.5,Peak,1457,24,1
1278,Tommaso Pobega,ITA,MT,25,21,13,1178,13.1,2,2,4,2,0,0,6,2,2.1,2.0,1.4,3.4,12,42,23,0.1,0.1,0.31,0.15,0.31,0.16,0.11,0.27,0.15,0.26,21,-0.10000000000000009,Peak,1833,54,1
1279,Lorenzo De Silvestri,ITA,DF,36,18,13,1060,11.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,4,46,30,0.06,0.0,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09,18,0.19999999999999996,Veteran,1114,54,3
1280,Emil Holm,SWE,DF,24,21,12,1137,12.6,1,1,2,1,0,0,3,0,0.6,0.6,0.7,1.3,29,49,43,0.05,0.05,0.16,0.08,0.16,0.05,0.06,0.1,0.05,0.1,21,0.4,Peak,551,95,1
1281,Charalambos Lykogiannis,GRE,DF,30,17,12,1048,11.6,0,4,4,0,0,0,3,0,0.2,0.2,1.6,1.8,10,49,36,0.0,0.24,0.34,0.0,0.34,0.02,0.14,0.16,0.02,0.16,17,-0.2,Experienced,346,44,0
1282,Thijs Dallinga,NED,AT,23,31,11,1154,12.8,3,2,5,3,0,0,1,0,4.3,4.3,0.6,4.9,9,17,84,0.1,0.06,0.39,0.23,0.39,0.33,0.05,0.38,0.33,0.38,31,-1.2999999999999998,Prospect,1796,74,2
1283,Federico Ravaglia,ITA,GB,24,12,11,1056,11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,Peak,602,54,1
1284,Lewis Ferguson,SCO,MT,24,16,10,983,10.9,1,1,2,0,1,1,0,0,1.0,0.2,1.1,1.3,20,53,26,0.06,0.06,0.18,0.0,0.09,0.09,0.1,0.19,0.02,0.12,16,0.0,Peak,1100,87,1
1285,Giovanni Fabbian,ITA,MT,21,30,9,1023,11.4,3,1,4,3,0,0,2,0,2.3,2.3,1.3,3.7,14,17,43,0.1,0.03,0.35,0.26,0.35,0.21,0.12,0.32,0.21,0.32,30,0.7000000000000002,Prospect,690,54,2
1286,Nicolò Casale,ITA,DF,26,15,9,900,10.0,0,1,1,0,0,0,1,0,0.5,0.5,0.5,0.9,3,29,2,0.0,0.07,0.1,0.0,0.1,0.05,0.05,0.09,0.05,0.09,15,-0.5,Peak,1447,54,1
1287,Michel Aebischer,SUI,MT,27,14,9,724,8.0,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,8,33,17,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,14,-0.4,Peak,1339,91,1
1288,Stefan Posch,AUT,DF,27,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,35,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,14,-0.3,Peak,1756,6,1
1289,Davide Calabria,ITA,DF,27,11,7,632,7.0,0,1,1,0,0,0,3,0,0.1,0.1,1.3,1.4,7,40,20,0.0,0.09,0.14,0.0,0.14,0.01,0.18,0.19,0.01,0.19,11,-0.1,Peak,463,54,1
1290,Martin Erlic,CRO,DF,26,8,5,334,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,11,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,8,-0.2,Peak,1243,24,1
1291,Nicolò Cambiaghi,ITA,AT,23,18,4,620,6.9,1,3,4,1,0,0,0,0,0.8,0.8,1.9,2.7,45,25,63,0.06,0.17,0.58,0.15,0.58,0.11,0.27,0.39,0.11,0.39,18,0.19999999999999996,Prospect,1446,54,2
1292,Jesper Karlsson,SWE,AT,26,7,3,298,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,6,6,31,0.14,0.0,0.3,0.3,0.3,0.22,0.03,0.25,0.22,0.25,7,0.30000000000000004,Peak,883,95,1
1293,Kacper Urbanski,POL,MT,19,7,1,247,2.7,1,0,1,1,0,0,2,0,0.3,0.3,0.5,0.8,5,15,19,0.14,0.0,0.36,0.36,0.36,0.12,0.17,0.29,0.12,0.29,7,0.7,Prospect,1001,82,2
1294,Oussama El Azzouzi,MAR,MT,23,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Prospect,1504,65,2
1295,Estanis,ESP,AT,20,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.71,1.65,2.35,0.71,2.35,1,-0.1,Prospect,573,34,2
1296,Nicolás Paz,ARG,"MT,AT",19,35,30,2687,29.9,6,8,14,6,0,1,6,0,9.3,8.5,6.0,14.5,77,163,171,0.17,0.23,0.47,0.2,0.47,0.31,0.2,0.51,0.28,0.49,35,-3.3000000000000007,Prospect,1442,3,2
1297,Marc-Oliver Kempf,GER,DF,29,31,30,2615,29.1,0,0,0,0,0,0,6,1,1.6,1.6,1.2,2.7,17,85,4,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,31,-1.6,Experienced,1204,41,0
1298,Lucas Da Cunha,FRA,MT,23,36,30,2613,29.0,3,2,5,3,0,0,4,0,2.0,2.0,3.8,5.8,63,154,85,0.08,0.06,0.17,0.1,0.17,0.07,0.13,0.2,0.07,0.2,36,1.0,Prospect,1135,37,2
1299,Edoardo Goldaniga,ITA,DF,30,32,28,2532,28.1,1,0,1,1,0,0,12,1,2.5,2.5,0.3,2.8,20,81,8,0.03,0.0,0.04,0.04,0.04,0.09,0.01,0.1,0.09,0.1,32,-1.5,Experienced,528,54,0
1300,Patrick Cutrone,ITA,AT,26,33,23,2047,22.7,7,4,11,7,0,1,1,0,7.1,6.3,2.1,8.4,53,31,155,0.21,0.12,0.48,0.31,0.48,0.31,0.09,0.41,0.28,0.37,33,-0.09999999999999964,Peak,1521,54,1
1301,Alberto Moreno,ESP,DF,32,24,21,1727,19.2,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.6,23,81,58,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,24,-0.4,Experienced,61,34,0
1302,Máximo Perrone,ARG,MT,21,26,20,1857,20.6,0,3,3,0,0,0,6,0,0.9,0.9,2.2,3.1,16,98,19,0.0,0.12,0.15,0.0,0.15,0.04,0.11,0.15,0.04,0.15,26,-0.9,Prospect,1394,3,2
1303,Alberto Dossena,ITA,DF,25,23,20,1825,20.3,0,2,2,0,0,0,1,1,0.8,0.8,0.7,1.5,4,36,1,0.0,0.09,0.1,0.0,0.1,0.04,0.03,0.07,0.04,0.07,23,-0.8,Peak,57,54,1
1304,Jean Butez,FRA,GB,29,19,18,1666,18.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,Experienced,864,37,0
1305,Maxence Caqueret,FRA,MT,24,18,15,1087,12.1,2,3,5,2,0,0,4,0,0.8,0.8,1.5,2.4,15,76,46,0.11,0.17,0.41,0.17,0.41,0.07,0.13,0.2,0.07,0.2,18,1.2,Peak,1313,37,1
1306,Pepe Reina,ESP,GB,41,12,12,1034,11.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,Veteran,1553,34,3
1307,Álex Valle,ESP,DF,20,15,12,1030,11.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,19,44,30,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,15,-0.3,Prospect,1970,34,2
1308,Yannik Engelhardt,GER,"MT,DF",23,26,11,1164,12.9,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2.0,18,54,18,0.04,0.04,0.15,0.08,0.15,0.04,0.11,0.16,0.04,0.16,26,0.4,Prospect,1928,41,2
1309,Emil Audero,IDN,GB,27,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,Peak,549,49,1
1310,Mërgim Vojvoda,KVX,DF,29,11,8,717,8.0,1,2,3,1,0,0,2,0,0.2,0.2,2.0,2.3,16,43,40,0.09,0.18,0.38,0.13,0.38,0.03,0.25,0.28,0.03,0.28,11,0.8,Experienced,1395,60,0
1311,Sergi Roberto,ESP,MT,32,13,8,696,7.7,0,1,1,0,0,0,4,0,0.7,0.7,0.7,1.4,10,36,19,0.0,0.08,0.13,0.0,0.13,0.09,0.09,0.18,0.09,0.18,13,-0.7,Experienced,1719,34,0
1312,Ivan Smolčić,CRO,DF,23,9,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,3,23,9,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,9,-0.4,Prospect,801,24,2
1313,Andrea Belotti,ITA,AT,30,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,9,9,33,0.11,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43,18,-0.5,Experienced,135,54,0
1314,Anastasios Douvikas,GRE,AT,24,13,6,580,6.4,2,2,4,2,0,0,1,0,2.5,2.5,1.1,3.7,8,6,36,0.15,0.15,0.62,0.31,0.62,0.4,0.17,0.57,0.4,0.57,13,-0.5,Peak,129,44,1
1315,Jonathan Ikone,FRA,AT,26,13,5,540,6.0,2,0,2,2,0,0,1,0,1.8,1.8,0.2,1.9,23,17,55,0.15,0.0,0.33,0.33,0.33,0.29,0.03,0.32,0.29,0.32,13,0.19999999999999996,Peak,929,37,1
1316,Federico Barba,ITA,DF,30,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,7,-0.2,Experienced,598,54,0
1317,Luca Mazzitelli,ITA,MT,28,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,14,0.09,0.09,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21,11,0.8,Peak,1128,54,1
1318,Matthias Braunöder,AUT,MT,22,8,3,268,3.0,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,2,18,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,8,-0.1,Prospect,1290,6,2
1319,Marco Sala,ITA,DF,25,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,8,0.0,Peak,1212,54,1
1320,Fellipe Jack,BRA,DF,18,7,1,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,7,0.0,Prospect,604,13,2
1321,Daniele Baselli,ITA,MT,32,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Experienced,429,54,0
1322,Simone Verdi,ITA,"MT,AT",32,9,0,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,3,5,13,0.0,0.0,0.0,0.0,0.0,0.09,0.39,0.47,0.09,0.47,9,-0.1,Experienced,1740,54,0
1323,Alberto Cerri,ITA,AT,28,5,0,87,1.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,11,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,1.05,1.05,5,-1.0,Peak,56,54,1
1324,Ben Lhassine Kone,CIV,MT,24,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,4,0.0,Peak,258,17,1
1325,Vanja Milinković-Savić,SRB,GB,27,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,Peak,1872,90,1
1326,Samuele Ricci,ITA,MT,22,34,34,2825,31.4,1,1,2,1,0,0,8,1,1.3,1.3,0.6,1.8,43,116,30,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06,34,-0.30000000000000004,Prospect,1682,54,2
1327,Saúl Coco,EQG,DF,25,32,32,2845,31.6,2,0,2,2,0,0,10,0,1.2,1.2,0.0,1.2,17,70,3,0.06,0.0,0.06,0.06,0.06,0.04,0.0,0.04,0.04,0.04,32,0.8,Peak,1695,33,1
1328,Che Adams,SCO,AT,28,36,30,2652,29.5,9,3,12,9,0,1,2,0,9.0,8.2,2.0,10.2,23,40,153,0.25,0.08,0.41,0.31,0.41,0.31,0.07,0.37,0.28,0.35,36,0.0,Peak,350,87,1
1329,Guillermo Maripán,CHI,DF,30,28,27,2340,26.0,1,1,2,1,0,0,4,1,0.9,0.9,1.0,2.0,14,96,9,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.08,0.04,0.08,28,0.09999999999999998,Experienced,706,16,0
1330,Nikola Vlašić,CRO,"MT,AT",26,30,23,2117,23.5,5,4,9,3,2,2,0,0,3.4,1.8,2.4,4.2,53,94,110,0.17,0.13,0.38,0.13,0.3,0.14,0.1,0.25,0.08,0.18,30,1.6,Peak,1459,24,1
1331,Adam Masina,MAR,DF,30,28,20,1919,21.3,1,2,3,1,0,0,5,0,0.7,0.7,0.3,1.0,15,73,10,0.04,0.07,0.14,0.05,0.14,0.03,0.01,0.05,0.03,0.05,28,0.30000000000000004,Experienced,25,65,0
1332,Sebastian Walukiewicz,POL,DF,24,29,20,1661,18.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,25,80,31,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,29,-0.4,Peak,1705,82,1
1333,Karol Linetty,POL,MT,29,28,18,1540,17.1,1,0,1,1,0,0,6,0,1.1,1.1,0.9,2.0,18,47,19,0.04,0.0,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12,28,-0.10000000000000009,Experienced,1012,82,0
1334,Antonio Sanabria,PAR,AT,28,26,16,1318,14.6,2,1,3,2,0,1,2,0,2.9,2.1,0.5,2.6,6,18,54,0.08,0.04,0.2,0.14,0.2,0.2,0.03,0.23,0.14,0.18,26,-0.8999999999999999,Peak,189,80,1
1335,Gvidas Gineitis,LTU,MT,20,30,15,1430,15.9,3,1,4,3,0,0,5,0,1.3,1.3,2.0,3.3,15,36,43,0.1,0.03,0.25,0.19,0.25,0.08,0.13,0.21,0.08,0.21,30,1.7,Prospect,708,62,2
1336,Marcus Pedersen,NOR,DF,24,29,15,1362,15.1,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.0,44,19,77,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,29,-0.6,Peak,1220,77,1
1337,Borna Sosa,CRO,DF,26,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,13,51,49,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,19,-0.3,Peak,293,24,1
1338,Cristiano Biraghi,ITA,DF,31,15,13,1158,12.9,0,0,0,0,0,0,0,0,0.5,0.5,2.7,3.1,24,36,49,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.24,0.04,0.24,15,-0.5,Experienced,392,54,0
1339,Cesare Casadei,ITA,MT,21,15,13,1017,11.3,1,1,2,1,0,0,1,0,1.2,1.2,0.4,1.5,14,36,12,0.07,0.07,0.18,0.09,0.18,0.1,0.03,0.14,0.1,0.14,15,-0.19999999999999996,Prospect,344,54,2
1340,Mërgim Vojvoda,KVX,DF,29,17,12,1105,12.3,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,18,64,34,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,17,-0.4,Experienced,1395,60,0
1341,Yann Karamoh,FRA,"MT,AT",26,29,10,1046,11.6,0,1,1,0,0,0,2,0,1.2,1.2,0.9,2.2,37,28,80,0.0,0.03,0.09,0.0,0.09,0.11,0.08,0.18,0.11,0.18,29,-1.2,Peak,1926,37,1
1342,Ivan Ilić,SRB,MT,23,19,9,920,10.2,1,0,1,1,0,0,4,0,0.9,0.9,1.1,2.1,24,45,41,0.05,0.0,0.1,0.1,0.1,0.09,0.11,0.2,0.09,0.2,19,0.09999999999999998,Prospect,795,90,2
1343,Adrien Tameze,CMR,"MT,DF",30,20,9,649,7.2,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,16,23,21,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,20,-0.4,Experienced,37,18,0
1344,Duván Zapata,COL,AT,33,7,7,587,6.5,3,0,3,3,0,0,1,0,3.4,3.4,0.5,3.9,6,7,36,0.43,0.0,0.46,0.46,0.46,0.52,0.08,0.59,0.52,0.59,7,-0.3999999999999999,Experienced,519,20,0
1345,Ali Dembélé,FRA,DF,20,15,4,388,4.3,1,0,1,1,0,0,4,1,0.4,0.4,0.1,0.5,8,12,8,0.07,0.0,0.23,0.23,0.23,0.08,0.02,0.1,0.08,0.1,15,0.6,Prospect,105,37,2
1346,Alberto Paleari,ITA,GB,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Experienced,62,54,0
1347,Raoul Bellanova,ITA,DF,24,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,0,5,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.11,0.03,0.11,1,0.0,Peak,1598,54,1
1348,Alessio Cacciamani,ITA,"MT,DF",17,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Prospect,80,54,2
1349,Tommaso Gabellini,ITA,AT,17,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,1,-0.1,Prospect,1832,54,2
1350,Saba Sazonov,GEO,DF,22,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,1671,40,2
1351,Aaron Ciammaglichella,ITA,MT,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,0,54,2
1352,Jesper Karlström,SWE,MT,29,37,36,3186,35.4,0,3,3,0,0,0,9,0,0.7,0.7,1.1,1.8,23,135,46,0.0,0.08,0.08,0.0,0.08,0.02,0.03,0.05,0.02,0.05,37,-0.7,Experienced,884,95,0
1353,Jaka Bijol,SVN,DF,25,34,34,2963,32.9,1,0,1,1,0,0,13,1,2.0,2.0,0.6,2.6,22,98,10,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.08,0.06,0.08,34,-1.0,Peak,822,94,1
1354,Sandi Lovrić,SVN,MT,26,36,31,2308,25.6,2,3,5,2,0,0,5,0,2.6,2.6,3.4,6.0,60,120,71,0.06,0.08,0.19,0.08,0.19,0.1,0.13,0.24,0.1,0.24,36,-0.6000000000000001,Peak,1685,94,1
1355,Kingsley Ehizibue,NED,DF,29,33,30,2498,27.8,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.5,54,55,116,0.0,0.03,0.04,0.0,0.04,0.04,0.08,0.12,0.04,0.12,33,-1.2,Experienced,1052,74,0
1356,Lorenzo Lucca,ITA,AT,23,33,27,2353,26.1,12,1,13,11,1,1,10,0,7.6,6.8,1.6,8.4,15,18,98,0.36,0.03,0.5,0.42,0.46,0.29,0.06,0.35,0.26,0.32,33,4.4,Prospect,1115,54,2
1357,Maduka Okoye,NGA,GB,24,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,Peak,1175,75,1
1358,Hassane Kamara,CIV,DF,30,30,25,2001,22.2,1,4,5,1,0,0,8,1,0.9,0.9,2.7,3.6,52,61,103,0.03,0.13,0.22,0.04,0.22,0.04,0.12,0.16,0.04,0.16,30,0.09999999999999998,Experienced,731,17,0
1359,Jurgen Ekkelenkamp,NED,MT,24,34,20,1892,21.0,3,2,5,3,0,0,2,0,2.8,2.8,1.3,4.1,34,72,86,0.09,0.06,0.24,0.14,0.24,0.13,0.06,0.19,0.13,0.19,34,0.20000000000000018,Peak,991,74,1
1360,Thomas Kristensen,DEN,DF,22,24,19,1754,19.5,1,0,1,1,0,0,5,0,0.9,0.9,0.3,1.2,19,76,19,0.04,0.0,0.05,0.05,0.05,0.05,0.02,0.06,0.05,0.06,24,0.09999999999999998,Prospect,1800,28,2
1361,Oumar Solet,FRA,DF,24,19,19,1672,18.6,1,2,3,1,0,0,3,1,0.8,0.8,1.2,2.0,20,65,6,0.05,0.11,0.16,0.05,0.16,0.04,0.07,0.11,0.04,0.11,19,0.19999999999999996,Peak,1501,37,1
1362,Martín Payero,ARG,MT,25,25,16,1381,15.3,1,1,2,1,0,0,5,0,1.2,1.2,1.3,2.5,33,51,44,0.04,0.04,0.13,0.07,0.13,0.08,0.08,0.16,0.08,0.16,25,-0.19999999999999996,Peak,1248,3,1
1363,Jordan Zemura,ZIM,DF,24,23,13,1415,15.7,1,2,3,1,0,0,2,0,1.0,1.0,1.0,2.0,25,42,76,0.04,0.09,0.19,0.06,0.19,0.07,0.06,0.13,0.07,0.13,23,0.0,Peak,941,105,1
1364,Arthur Atta,FRA,"MT,AT",21,27,12,1251,13.9,0,1,1,0,0,0,5,0,1.3,1.3,1.4,2.8,31,57,77,0.0,0.04,0.07,0.0,0.07,0.1,0.1,0.2,0.1,0.2,27,-1.3,Prospect,217,37,2
1365,Christian Kabasele,BEL,DF,33,16,12,1161,12.9,2,0,2,2,0,0,0,0,1.5,1.5,0.4,1.9,9,44,7,0.12,0.0,0.16,0.16,0.16,0.12,0.03,0.14,0.12,0.14,16,0.5,Experienced,366,9,0
1366,Razvan Sava,ROU,GB,22,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,Prospect,1607,85,2
1367,Lautaro Gianetti,ARG,DF,30,15,11,878,9.8,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0,19,3,0.07,0.0,0.1,0.1,0.1,0.01,0.01,0.02,0.0,0.01,15,0.9,Experienced,1079,3,0
1368,Souleymane Touré,FRA,DF,21,12,11,733,8.1,1,0,1,1,0,0,2,2,0.4,0.4,0.0,0.4,6,26,3,0.08,0.0,0.12,0.12,0.12,0.05,0.01,0.05,0.05,0.05,12,0.6,Prospect,1746,37,2
1369,Keinan Davis,ENG,AT,26,23,10,1066,11.8,2,1,3,2,0,0,2,0,2.9,2.9,2.1,5.0,26,22,77,0.09,0.04,0.25,0.17,0.25,0.24,0.18,0.42,0.24,0.42,23,-0.8999999999999999,Peak,1017,32,1
